Date,Adj Close
3/03/2015,27.041296
4/03/2015,26.505667
5/03/2015,26.132105
6/03/2015,25.419462
9/03/2015,25.356247
10/03/2015,24.660847
11/03/2015,24.442455
12/03/2015,24.528662
13/03/2015,24.080391
16/03/2015,24.430956
17/03/2015,24.453945
18/03/2015,24.678085
19/03/2015,24.183834
20/03/2015,25.045902
23/03/2015,25.396473
24/03/2015,24.735554
25/03/2015,24.884981
26/03/2015,24.551649
27/03/2015,24.068893
30/03/2015,24.350496
31/03/2015,23.793026
1/04/2015,23.620621
2/04/2015,23.678083
6/04/2015,23.953955
7/04/2015,24.413715
8/04/2015,24.453945
9/04/2015,24.212568
10/04/2015,23.82177
13/04/2015,23.540161
14/04/2015,24.609119
15/04/2015,24.476934
16/04/2015,24.396479
17/04/2015,24.149351
20/04/2015,24.482683
21/04/2015,23.971193
22/04/2015,24.936708
23/04/2015,25.787281
24/04/2015,26.275785
27/04/2015,26.22406
28/04/2015,26.252792
29/04/2015,25.953943
30/04/2015,25.741299
1/05/2015,26.361984
4/05/2015,26.316013
5/05/2015,26.384977
6/05/2015,26.247042
7/05/2015,26.218313
8/05/2015,26.499916
11/05/2015,26.942444
12/05/2015,26.879229
13/05/2015,26.712564
14/05/2015,26.643599
15/05/2015,26.51141
18/05/2015,26.229807
19/05/2015,25.430954
20/05/2015,25.649349
21/05/2015,25.844746
22/05/2015,25.793024
26/05/2015,25.45969
27/05/2015,25.534401
28/05/2015,25.367735
29/05/2015,25.155098
1/06/2015,24.810265
2/06/2015,25.683828
3/06/2015,25.344751
4/06/2015,25.195322
5/06/2015,25.074638
8/06/2015,24.856247
9/06/2015,24.379234
10/06/2015,25.229807
11/06/2015,25.384977
12/06/2015,25.31027
15/06/2015,25.063143
16/06/2015,24.718313
17/06/2015,24.867741
18/06/2015,25.103373
19/06/2015,24.804522
22/06/2015,25.01716
23/06/2015,25.172337
24/06/2015,25.051645
25/06/2015,24.655098
26/06/2015,24.620615
29/06/2015,24.160847
30/06/2015,23.683834
1/07/2015,23.407972
2/07/2015,23.586138
6/07/2015,23.068895
7/07/2015,22.82752
8/07/2015,21.936712
9/07/2015,22.14361
10/07/2015,22.494183
13/07/2015,23.373493
14/07/2015,23.281536
15/07/2015,23.258551
16/07/2015,23.453953
17/07/2015,23.189581
20/07/2015,22.994181
21/07/2015,22.982689
22/07/2015,22.430965
23/07/2015,22.14361
24/07/2015,21.48844
27/07/2015,21.247063
28/07/2015,21.712574
29/07/2015,22.120623
30/07/2015,21.953959
31/07/2015,22.195333
3/08/2015,21.706825
4/08/2015,22.126368
5/08/2015,22.683838
6/08/2015,23.143608
7/08/2015,22.873495
10/08/2015,23.90797
11/08/2015,23.028666
12/08/2015,23.199306
13/08/2015,22.697411
14/08/2015,22.785982
17/08/2015,22.579323
18/08/2015,22.301802
19/08/2015,21.593248
20/08/2015,21.693628
21/08/2015,21.25078
24/08/2015,20.158422
25/08/2015,20.252895
26/08/2015,20.494984
27/08/2015,21.587341
28/08/2015,21.610958
31/08/2015,21.68182
1/09/2015,20.264706
2/09/2015,20.784311
3/09/2015,21.014593
4/09/2015,20.211565
8/09/2015,21.215353
9/09/2015,21.25078
10/09/2015,21.48106
11/09/2015,21.971146
14/09/2015,22.106947
15/09/2015,21.788103
16/09/2015,21.971146
17/09/2015,21.705439
18/09/2015,20.973257
21/09/2015,20.855169
22/09/2015,20.099373
23/09/2015,19.804146
24/09/2015,20.087566
25/09/2015,19.839567
28/09/2015,18.93026
29/09/2015,19.278635
30/09/2015,19.969471
1/10/2015,19.934044
2/10/2015,20.53632
5/10/2015,20.825647
6/10/2015,20.914219
7/10/2015,22.549799
8/10/2015,22.915888
