Date,Adj Close
3/03/2015,39.911999
4/03/2015,40.487999
5/03/2015,40.125999
6/03/2015,38.776001
9/03/2015,38.175999
10/03/2015,38.063999
11/03/2015,38.748001
12/03/2015,38.214001
13/03/2015,37.736
16/03/2015,39.139999
17/03/2015,38.945999
18/03/2015,40.141998
19/03/2015,39.130001
20/03/2015,39.616001
23/03/2015,39.925999
24/03/2015,40.344002
25/03/2015,38.860001
26/03/2015,38.082001
27/03/2015,37
30/03/2015,38.113998
31/03/2015,37.754002
1/04/2015,37.518002
2/04/2015,38.200001
6/04/2015,40.619999
7/04/2015,40.650002
8/04/2015,41.534
9/04/2015,42.018002
10/04/2015,42.18
13/04/2015,41.956001
14/04/2015,41.492001
15/04/2015,41.566002
16/04/2015,41.34
17/04/2015,41.358002
20/04/2015,41.054001
21/04/2015,41.882
22/04/2015,43.888
23/04/2015,43.720001
24/04/2015,43.686001
27/04/2015,46.310001
28/04/2015,46.096001
29/04/2015,46.490002
30/04/2015,45.209999
1/05/2015,45.206001
4/05/2015,46.102001
5/05/2015,46.59
6/05/2015,46.085999
7/05/2015,47.360001
8/05/2015,47.321999
11/05/2015,47.897999
12/05/2015,48.948002
13/05/2015,48.636002
14/05/2015,48.82
15/05/2015,49.768002
18/05/2015,49.75
19/05/2015,49.428001
20/05/2015,48.869999
21/05/2015,49.124001
22/05/2015,49.546001
26/05/2015,49.492001
27/05/2015,49.486
28/05/2015,50.290001
29/05/2015,50.16
1/06/2015,49.889999
2/06/2015,49.669998
3/06/2015,49.798
4/06/2015,49.183998
5/06/2015,49.827999
8/06/2015,51.257999
9/06/2015,51.200001
10/06/2015,50.139999
11/06/2015,50.282001
12/06/2015,50.138
15/06/2015,50.076
16/06/2015,50.624001
17/06/2015,52.082001
18/06/2015,52.377998
19/06/2015,52.501999
22/06/2015,51.958
23/06/2015,53.534
24/06/2015,53.034
25/06/2015,53.757999
26/06/2015,53.417999
29/06/2015,52.403999
30/06/2015,53.652
1/07/2015,53.830002
2/07/2015,56.004002
